,Var1,Freq
2001,HUNTINGTON AV,881
2002,HUNTINGTON AVE,68
2003,HUNTINGTON RD,2
2029,IPSWICH PL,1
2030,IPSWICH ST,92
2059,JERSEY ST,46
2118,KENDALL ST,12
2121,KENMORE ST,2
2135,KESWICK ST,3
2140,KILMARNOCK ST,111
2195,LANSDOWNE ST,103
2205,LATTIMORE CT,42
2219,LAWRENCE ST,14
2241,LENOX ST,57
2244,LEON ST,5
2334,LOUIS PRANG ST,1
2378,MALDEN ST,4
2430,MARLBOROUGH ST,137
2458,MASSACHUSETTS AV,1125
2459,MASSACHUSETTS AVE,74
2500,MEDFIELD ST,5
2510,MELNEA CASS BL,8
2511,MELNEA CASS BLVD,2
2557,MILFORD ST,15
2571,MINER ST,5
2591,MONSIGNOR REYNOLDS WAY,3
2603,MONTGOMERY ST,10
2650,MOUNTFORT ST,13
2672,MULLINS WY,1
2680,MUSEUM RD,2
2687,MYSTIC ST,2
2755,NEWBURG ST,1
2757,NEWBURY ST,974
2760,NEWCOMB ST,11
2792,NORTHAMPTON PL,1
2793,NORTHAMPTON ST,229
2801,NORWAY ST,21
2802,NORWELL ST,1
2869,OPERA PL,2
2896,OVERLAND ST,10
2920,PARK DR,201
2935,PARKER ST,22
2958,PAUL PL,9
2974,PELHAM ST,3
2977,PEMBROKE ST,18
2983,PEOPLES BAPTIST PL,1
2992,PERRY ST,4
2996,PETER PARLEY RD,1
2997,PETERBOROUGH ST,142
3042,PLYMPTON ST,3
3087,PROVIDENCE ST,20
3091,PUBLIC ALLEY 403,1
3094,PUBLIC ALLEY 415,1
3100,PUBLIC ALLEY 430,1
3103,PUBLIC ALLEY 436,1
3105,PUBLIC ALLEY 439,1
3109,PUBLIC ALLEY 539,1
3115,PUBLIC ALLEY 905,1
3116,PUBLIC ALLEY 908,2
3119,PUBLIC ALLEY NO 438,1
3132,QUEENSBERRY ST,78
3146,RALEIGH ST,3
3153,RANDOLPH ST,4
3176,REED ST,11
3188,REVERE ST,1
3193,REYNOLDS WY,19
3216,RING RD,25
3217,RINGGOLD ST,2
3272,ROLLINS ST,6
3310,ROXBURY ST,1
3322,RUGGLES ST,1
3334,RUTLAND SQ,30
3335,RUTLAND ST,21
3367,SAINT BOTOLPH ST,12
3368,SAINT CYPRIANS PL,1
3369,SAINT GERMAIN ST,1
3372,SAINT JAMES AVE,3
3396,SAN JUAN ST,10
3415,SAVOY ST,1
3436,SCOTIA ST,13
3483,SHAWMUT AV,284
3484,SHAWMUT AVE,17
3542,SOUTHAMPTON ST,1
3544,SOUTHEAST EY,1
3555,SPEARE PL,3
3580,ST BOTOLPH ST,126
3583,ST CECELIA ST,5
3584,ST CHARLES ST,3
3586,ST CYPRIANS PL,11
3588,ST GEORGE ST,5
3589,ST GERMAIN ST,27
3591,ST JAMES AV,48
3593,ST JAMES ST,5
3602,ST MARYS ST,1
3606,ST STEPHEN ST,34
3615,STANHOPE ST,40
3643,STONEHOLM ST,4
3657,STUART ST,48
3666,SULLIVAN WY,2
3691,SUSSEX ST,6
3706,SYMPHONY RD,55
3749,THAYER ST,1
3765,THORNDIKE ST,6
3797,TRASK ST,1
3798,TRAVELER ST,8
3804,TREMONT PL,1
3805,TREMONT ST,568
3810,TRINITY PL,5
3813,TROTTER CT,62
3835,UNION PARK,30
3836,UNION PARK ST,87
3848,UPTON ST,21
3859,VAN NESS ST,19
3887,VILLAGE CT,5
3915,W BROOKLINE ST,36
3916,W CANTON ST,34
3918,W CONCORD ST,28
3920,W DEDHAM ST,46
3929,W NEWTON ST,140
3933,W RUTLAND SQ,8
3940,W SPRINGFIELD ST,61
3981,WALTHAM ST,42
3986,WARD WAY,1
3989,WAREHAM ST,12
3991,WARREN AV,91
3992,WARREN AVE,1
3995,WARREN ST,1
3998,WARWICK ST,16
4001,WASHINGTON AV,1
4005,WASHINGTON ST,469
4039,WELLINGTON HILL ST,1
4040,WELLINGTON ST,13
4074,WESTLAND AV,99
4075,WESTLAND AVE,7
4079,WESTMINSTER ST,7
4173,WINDSOR ST,4
4239,WORCESTER SQ,37
4240,WORCESTER ST,74
4258,YARMOUTH PL,5
4259,YARMOUTH ST,9
4260,YAWKEY WAY,4
4261,YAWKEY WY,76
