,Var1,Freq
1458,FID KENNEDY AV,1
1469,FLAHERTY WAY,4
1470,FLAHERTY WY,21
1485,FOODMART RD,2
1504,FOUNDRY ST,5
1525,FREDERICK ST,4
1538,FRONTAGE RD,24
1549,G ST,97
1572,GATES ST,16
1573,GAVIN WY,27
1579,GENERAL JOZEF PILSUDSKI WAY,1
1580,GENERAL LAWRENCE J LOGAN WAY,5
1594,GERARD ST,1
1600,GILLETTE PARK,2
1640,GLOVER CT,2
1641,GLYNN WY,5
1644,GOLD ST,13
1682,GREENBAUM ST,1
1717,GRIMES ST,3
1731,GUSTIN ST,2
1733,H ST,41
1748,HALL PL,1
1763,HAMLIN ST,1
1766,HAMPDEN ST,1
1778,HARBOR CREST CT,5
1779,HARBOR POINT BL,36
1780,HARBOR POINT BLVD,2
1781,HARBOR ST,2
1790,HARDY ST,2
1830,HARVEST ST,8
1831,HARVEST TR,1
1837,HATCH ST,2
1978,HOWELL ST,13
1994,HUMBOLDT PL,2
2014,I ST,27
2038,ISLAND VIEW PL,18
2054,JASON TR,1
2057,JENKINS ST,8
2089,JOYCE HAYES WY,10
2101,K ST,44
2113,KEMBLE PL,1
2115,KEMP ST,10
2161,KNOWLTON ST,4
2165,L ST,70
2201,LARK ST,1
2230,LEEDS ST,9
2240,LENNON CT,4
2278,LINDEN ST,2
2283,LINSKY BARRY CT,5
2284,LINSKY-BARRY CT,2
2299,LOCUST ST,3
2301,LOGAN ST,2
2302,LOGAN WY,57
2324,LORING ST,2
2340,LOVIS ST,1
2357,M ST,24
2365,MAGAZINE ST,1
2422,MARINA PARK DR,1
2423,MARINE RD,14
2448,MARY BOYLE WY,1
2457,MASS PIKE,3
2458,MASSACHUSETTS AV,517
2459,MASSACHUSETTS AVE,42
2460,MASSACHUSETTS TPKE,1
2477,MAYHEW ST,5
2485,MCDONOUGH WY,32
2507,MELCHER ST,9
2510,MELNEA CASS BL,34
2526,MERCER ST,47
2549,MIDDLE ST,20
2577,MITCHELL ST,10
2578,MOHAWK ST,2
2582,MONKS ST,2
2587,MONSIGNOR DENNIS F O'CALL,2
2588,MONSIGNOR DENNIS F O'CALLAGHAN WAY,3
2625,MORRISSEY BL,50
2646,MOUNT VERNON ST,6
2667,MT VERNON AV,1
2670,MT VERNON ST,138
2671,MT WASHINGTON PL,2
2701,N MARKET ST,1
2705,N POINT DR,13
2706,N ST,14
2717,NATIONAL ST,3
2725,NECCO CT,1
2726,NECCO ST,3
2767,NEWMARKET SQ,34
2797,NORTHERN AV,70
2798,NORTHERN AVE,5
2811,O ST,20
2812,O ST PL,1
2840,OCALLAGHAN WY,80
2841,OCEAN ST,1
2842,OCEAN VIEW DR,25
2845,OCONNOR WY,4
2849,OLD COLONY AV,218
2850,OLD COLONY AVE,12
2851,OLD HARBOR ST,26
2868,ONSLOW TR,1
2886,ORTON MAROTTA WY,39
2887,ORTON-MAROTTA WAY,1
2902,OYSTER BAY RD,4
2903,P ST,19
2904,PACIFIC ST,4
2915,PAPPAS WY,1
2922,PARK LANE,1
2954,PATTERSON ST,1
2955,PATTERSON WAY,7
2956,PATTERSON WY,12
2973,PEIRSON ST,1
2981,PENINSULA PL,16
2998,PETERS ST,2
3014,PILSUDSKI WY,2
3045,POMPEII ST,6
3068,PREBLE ST,36
3082,PROCTOR ST,2
3160,RAWSON ST,4
3187,REV RICHARD A BURKE ST,2
3270,ROGERS ST,6
3282,ROSECLAIR ST,26
3325,RUSFIELD ST,5
3339,S BAY AV,2
3353,S POINT DR,1
3401,SANGER ST,2
3421,SAYWARD PL,2
3437,SCOTT PL,2
3444,SEAPORT BL,20
3446,SEAPORT LN,1
3498,SHEPTON TR,1
3507,SHIRLEY ST,1
3515,SILVER ST,14
3520,SLEEPER ST,15
3538,SOUTH POINT DR,38
3542,SOUTHAMPTON ST,121
3571,SPRINGER ST,1
3582,ST CASIMIR,11
3598,ST MARGARET ST,15
3631,STERLING SQ,24
3632,STILLINGS ST,1
3647,STORY ST,7
3667,SUMMER AV,1
3668,SUMMER ST,102
3694,SWALLOW ST,6
3728,TELEGRAPH ST,18
3757,THOMAS PARK,29
3762,THOMSON PL,3
3772,TICKNOR ST,4
3773,TIDE ST,1
3786,TOPEKA ST,16
3795,TRANSIT ST,1
3819,TUCKERMAN ST,4
3820,TUDOR ST,6
3828,TWOMEY CT,1
3885,VIKING ST,2
3895,VINTON ST,18
3904,W 1ST ST,39
3905,W 2ND ST,40
3906,W 3RD ST,42
3907,W 4TH ST,74
3908,W 5TH ST,44
3909,W 6TH ST,16
3910,W 7TH ST,59
3911,W 9TH ST,21
3912,W BELLFLOWER ST,2
3913,W BOUNDARY RD,1
3914,W BROADWAY,647
3922,W EIGHTH ST,12
3923,W FIFTH ST,2
3925,W FOURTH ST,8
3926,W HOWELL ST,4
3930,W NINTH ST,2
3935,W SECOND ST,1
3937,W SEVENTH ST,4
3938,W SIXTH ST,1
3941,W THIRD ST,2
3949,WADLEIGH PL,1
3984,WARD CT,1
3985,WARD ST,7
3999,WASHBURN ST,10
4005,WASHINGTON ST,1
4047,WENDELLER ST,2
4094,WESTWIND RD,19
4127,WIDETT CR,1
4140,WILLIAM DAY BL,2
4144,WILLIAM T MORRISSEY BLVD,6
4152,WILLOW CT,6
4154,WILLOW ST,1
4174,WINFIELD ST,4
4235,WOODWARD PL,1
4236,WOODWARD ST,9
4243,WORMWOOD ST,3
