,Var1,Freq
1513,FRANCIS ST,169
1521,FRANKLIN PARK RD,22
1523,FRAWLEY ST,10
1535,FRENCH TR,2
1542,FULDA ST,5
1555,GANNETT ST,3
1562,GARDNER ST,10
1571,GASTON ST,21
1575,GAYLAND ST,17
1578,GENE ST,8
1582,GENEVA AV,53
1583,GENEVA AVE,2
1586,GEORGE ST,34
1590,GEORGIA ST,20
1594,GERARD ST,5
1611,GLEN LA,1
1612,GLEN LN,1
1616,GLENBURNE ST,2
1620,GLENDALE ST,13
1653,GORE ST,1
1688,GREENHEYS ST,18
1696,GREENVILLE ST,60
1699,GREENWICH ST,1
1718,GROOM ST,12
1728,GUILD ST,10
1730,GURNEY ST,14
1744,HALEY ST,1
1745,HALF MOON ST,4
1751,HALLECK ST,8
1762,HAMLET ST,6
1766,HAMPDEN ST,33
1768,HANCOCK ST,16
1774,HANSFORD PL,2
1792,HARLESTON ST,1
1794,HARLOW ST,19
1797,HAROLD PARK,3
1798,HAROLD ST,74
1799,HARRIET ST,1
1803,HARRISHOF ST,35
1805,HARRISON AV,103
1806,HARRISON AVE,3
1810,HARROW ST,5
1813,HARTFORD CT,3
1814,HARTFORD ST,31
1815,HARTFORD TR,1
1819,HARTWELL ST,29
1853,HAWTHORNE ST,5
1854,HAYDEN ST,2
1861,HAZELWOOD CT,1
1862,HAZELWOOD ST,6
1865,HEATH ST,1
1905,HIGHLAND AV,24
1906,HIGHLAND PARK AV,5
1908,HIGHLAND ST,67
1919,HILLSBORO ST,1
1921,HILLSIDE AV,3
1922,HILLSIDE ST,96
1924,HILTON ST,1
1925,HILTON TR,2
1930,HOLBORN PARK,1
1931,HOLBORN ST,32
1935,HOLDEN ST,7
1937,HOLLANDER ST,12
1947,HOLWORTHY ST,37
1953,HOMESTEAD ST,114
1954,HOMMAGEN CT,1
1963,HORACE ST,1
1964,HORADAN WAY,2
1965,HORADAN WY,41
1971,HOWARD AV,83
1972,HOWARD AVE,5
1974,HOWARD ST,2
1981,HOWLAND ST,68
1985,HUCKINS ST,5
1991,HUMBOLDT AV,172
1992,HUMBOLDT AVE,10
1993,HUMBOLDT CT,7
1996,HUMPHREYS PL,25
1997,HUMPHREYS ST,39
2001,HUNTINGTON AV,208
2002,HUNTINGTON AVE,13
2003,HUNTINGTON RD,1
2009,HUTCHINGS ST,38
2023,INGLESIDE ST,13
2025,INTERVALE ST,114
2033,IROQUOIS ST,7
2035,IRWIN AV,13
2037,ISLAND ST,3
2058,JEROME ST,5
2063,JEWISH WAR VETERANS,9
2064,JEWISH WAR VETERANS DR,3
2065,JIMMY FUND WAY,1
2066,JIMMY FUND WY,1
2072,JOHN ELIOT SQ,19
2086,JOSLIN PL,7
2092,JUDGE ST,3
2093,JUDSON ST,26
2094,JULIAN ST,43
2097,JUNIPER ST,11
2098,JUNIPER TR,1
2104,KAVANAUGH WAY,3
2106,KEARSARGE AV,16
2107,KEARSARGE AVE,1
2108,KEEGAN ST,6
2114,KEMBLE ST,11
2116,KEMPTON ST,1
2119,KENILWORTH ST,6
2126,KENSINGTON PARK,22
2127,KENSINGTON ST,2
2130,KERR PL,8
2131,KERR WAY,1
2132,KERR WY,6
2144,KINEO ST,4
2146,KING ST,8
2181,LAMBERT AV,9
2182,LAMBERT AVE,1
2183,LAMBERT ST,7
2192,LANGDON ST,20
2193,LANGFORD PARK,1
2200,LAREDO ST,4
2206,LAUREL ST,11
2213,LAWN ST,22
2216,LAWRENCE AV,80
2217,LAWRENCE AVE,3
2219,LAWRENCE ST,4
2236,LELAND ST,1
2254,LEWIS PL,1
2262,LEYLAND ST,19
2280,LINGARD ST,4
2287,LINWOOD SQ,2
2288,LINWOOD ST,9
2301,LOGAN ST,4
2317,LONGMEADOW ST,3
2318,LONGWOOD AV,151
2319,LONGWOOD AVE,9
2320,LONSDALE ST,1
2334,LOUIS PRANG ST,4
2362,MADISON PARK CT,11
2365,MAGAZINE ST,38
2368,MAGNOLIA PL,2
2369,MAGNOLIA SQ,4
2370,MAGNOLIA ST,94
2376,MALCOLM X BL,229
2377,MALCOLM X BLVD,6
2399,MAPES ST,1
2400,MAPLE CT,7
2403,MAPLE ST,48
2408,MARCELLA ST,51
2429,MARKSDALE ST,1
2436,MARSHFIELD ST,25
2439,MARTIN LUTHER KING BLVD,111
2441,MARTIN LUTHER KING JR BLVD,6
2442,MARTIN LUTHER RD,26
2446,MARVIN ST,4
2452,MASCOMA ST,7
2458,MASSACHUSETTS AV,5
2459,MASSACHUSETTS AVE,1
2474,MAYBURY ST,5
2479,MAYWOOD ST,32
2486,MCGREEVEY WAY,2
2487,MCGREEVEY WY,51
2491,MCLELLAN ST,1
2510,MELNEA CASS BL,48
2556,MILES ST,1
2559,MILL ST,1
2560,MILLER PARK,5
2562,MILLMONT ST,7
2563,MILLS ST,3
2570,MINDORO ST,2
2575,MISSION PARK DR,8
2576,MISSION ST,3
2580,MONADNOCK ST,39
2594,MONTANA ST,5
2606,MONTROSE ST,18
2619,MORELAND ST,70
2621,MORLEY ST,2
2629,MORTON ST,2
2644,MOUNT PLEASANT AVE,1
2645,MOUNT PLEASANT PL,1
2663,MT PLEASANT AV,76
2664,MT PLEASANT PL,1
2665,MT PLEASANT ST,7
2666,MT PLEASANT TR,4
2674,MUNROE ST,9
2677,MURRAY AV,5
2692,N CHARLAME CT,5
2693,N CHARLAME TER,2
2694,N CHARLAME TR,3
2722,NAZING CT,7
2723,NAZING ST,40
2745,NEW HEATH ST,6
2753,NEW WHITNEY ST,18
2782,NONQUIT ST,5
2783,NORFOLK AV,50
2784,NORFOLK AVE,5
2785,NORFOLK ST,12
2787,NORMANDY ST,90
2789,NORTH AV,8
2804,NOTRE DAME ST,5
2810,NULL,3
2827,OAKLAND ST,1
2837,OBEIRNE PL,6
2838,OBIERNE PL,1
2858,OLDFIELDS RD,16
2859,OLEANDER ST,1
2872,ORCHARD PARK ST,1
2888,OSCAR ST,3
2891,OSWALD ST,14
2894,OTISFIELD ST,3
2910,PALACE RD,5
2913,PALMER ST,15
2931,PARK VIEW ST,11
2932,PARKER HILL AV,98
2933,PARKER HILL AVE,1
2934,PARKER HILL TR,5
2935,PARKER ST,167
2952,PASADENA RD,13
2973,PEIRSON ST,1
2984,PEQUOT ST,1
2991,PERRIN ST,34
2994,PERTH ST,17
3005,PICKERING AV,1
3011,PIERPONT RD,3
3012,PILGRIM PL,1
3013,PILGRIM RD,8
3040,PLEASANTON ST,4
3045,POMPEII ST,8
3049,PONTIAC ST,22
3069,PRENTISS ST,39
3071,PRESCOTT ST,1
3082,PROCTOR ST,6
3127,PUTNAM PL,2
3128,PUTNAM ST,5
3134,QUINCEFIELD ST,10
3135,QUINCY CT,1
3136,QUINCY ST,155
3151,RAMSEY ST,2
3152,RAND ST,3
3164,RAYNOR AV,1
3166,RAYNOR CR,14
3167,READING ST,12
3179,REGENT ST,42
3220,RITCHIE ST,12
3230,RIVERWAY,17
3236,ROBEY ST,10
3237,ROBIN HOOD ST,5
3247,ROCKFORD ST,1
3251,ROCKLAND AV,9
3252,ROCKLAND AVE,1
3253,ROCKLAND ST,37
3254,ROCKLEDGE ST,5
3261,ROCKVILLE PARK,19
3273,ROMAR TR,1
3274,ROMSEY ST,1
3299,ROSWELL ST,3
3310,ROXBURY ST,107
3321,RUGGLES CT,3
3322,RUGGLES ST,113
3325,RUSFIELD ST,1
3333,RUTHVEN ST,54
3342,S CHARLAME CT,1
3343,S CHARLAME TR,4
3348,S HUNTINGTON AV,1
3358,S WHITNEY ST,5
3359,SACHEM ST,17
3364,SAINT ALBANS RD,1
3365,SAINT ALPHONSUS ST,2
3373,SAINT JAMES ST,4
3407,SARGENT ST,15
3414,SAVIN ST,28
3421,SAYWARD PL,1
3422,SAYWARD ST,8
3430,SCHREPEL PL,1
3431,SCHROEDER PLAZA,41
3432,SCHROEDER PLZ,10
3434,SCHUYLER ST,25
3449,SEAVER PL,2
3450,SEAVER ST,201
3469,SEVER ST,1
3470,SEWALL ST,8
3474,SHABAZZ WAY,1
3475,SHABAZZ WY,4
3481,SHATTUCK ST,1
3483,SHAWMUT AV,83
3484,SHAWMUT AVE,5
3485,SHAWMUT ST,2
3495,SHEPHERD AV,6
3496,SHEPHERD AVE,1
3502,SHERMAN ST,2
3505,SHETLAND ST,4
3507,SHIRLEY ST,28
3518,SLAYTON WAY,2
3519,SLAYTON WY,13
3522,SMITH CT,2
3523,SMITH ST,41
3529,SOJOURNER TRUTH CT,3
3536,SONOMA ST,29
3542,SOUTHAMPTON ST,5
3550,SOUTHWOOD ST,5
3576,ST ALBANS RD,10
3577,ST ALPHONSUS ST,71
3591,ST JAMES AV,1
3592,ST JAMES PL,3
3593,ST JAMES ST,22
3604,ST RICHARD ST,13
3610,ST. ALPHONSUS ST,1
3611,STAFFORD ST,4
3619,STANWOOD ST,59
3626,STATION ST,2
3639,STOCKWELL ST,4
3681,SUNDERLAND ST,8
3684,SUNSET AV,1
3687,SUNSET ST,12
3688,SUPPLE RD,23
3707,TABER ST,3
3739,TERRACE PL,4
3740,TERRACE ST,56
3744,TETLOW ST,5
3767,THORNTON ST,21
3769,THWING ST,4
3792,TOWNSEND ST,63
3801,TREMLETT ST,1
3804,TREMONT PL,1
3805,TREMONT ST,397
3822,TUPELO ST,4
3824,TURQUOISE WAY,15
3844,UPHAM AV,1
3846,UPHAMS CT,1
3852,VALE ST,7
3854,VALENTINE ST,3
3861,VANCOUVER ST,1
3871,VERNON ST,6
3879,VICTOR ST,1
3890,VINE AV,3
3891,VINE ST,7
3893,VINING ST,5
3899,VIRGINIA ST,35
3919,W COTTAGE ST,43
3945,WABENO ST,6
3946,WABON ST,13
3952,WAIT ST,19
3954,WAKULLAH ST,11
3972,WALNUT,3
3973,WALNUT AV,137
3974,WALNUT AVE,13
3975,WALNUT CT,2
3979,WALNUT ST,3
3985,WARD ST,14
3991,WARREN AV,14
3993,WARREN PL,6
3995,WARREN ST,561
3997,WARRENTON ST,1
3999,WASHBURN ST,3
4001,WASHINGTON AV,3
4004,WASHINGTON SQ,1
4005,WASHINGTON ST,1311
4006,WASHINGTON ST PL,3
4011,WAUMBECK ST,35
4014,WAVERLY ST,47
4016,WAYLAND ST,54
4017,WAYNE ST,11
4018,WEAVER CT,7
4019,WEAVER WAY,3
4020,WEAVER WY,11
4033,WELDON ST,1
4048,WENDOVER ST,34
4051,WENONAH ST,3
4052,WENSLEY ST,21
4055,WESLEY ST,1
4076,WESTMINSTER AV,4
4077,WESTMINSTER AVE,1
4078,WESTMINSTER CT,8
4079,WESTMINSTER ST,1
4103,WHEATLEY WAY,1
4104,WHEATLEY WY,10
4105,WHEELOCK AV,4
4117,WHITING ST,9
4125,WHITTIER ST,22
4129,WIGGLESWORTH ST,9
4145,WILLIAMS AV,1
4148,WILLIAMS ST,22
4150,WILLOUGHBY PL,1
4178,WINSLOW ST,14
4185,WINTHROP ST,59
4201,WOODBINE ST,24
4206,WOODCLIFF ST,28
4209,WOODFORD ST,15
4215,WOODLEDGE ST,25
4229,WOODVILLE PARK,2
4230,WOODVILLE ST,11
4231,WOODWARD AV,9
4233,WOODWARD PARK,1
4234,WOODWARD PARK ST,5
4245,WORTHINGTON ST,16
4253,WYOLA PL,1
4254,WYOMING ST,25
4262,YEOMAN PL,1
4270,ZEIGLER ST,96
