,Var1,Freq
2013,HYDE PARK AVE,7
2016,IFFLEY RD,19
2047,JAMAICA PL,1
2048,JAMAICA ST,9
2049,JAMAICAWAY,41
2060,JESS ST,4
2068,JOHN A ANDREW ST,3
2124,KENNEY ST,3
2128,KENTON RD,3
2148,KINGSBORO PARK,2
2178,LAKEVILLE RD,8
2179,LAMARTINE CT,1
2180,LAMARTINE ST,68
2213,LAWN ST,2
2214,LAWNDALE TR,2
2229,LEE ST,3
2236,LELAND ST,1
2266,LILA RD,1
2296,LOCHSTEAD AV,6
2318,LONGWOOD AV,1
2332,LOUDERS LA,2
2336,LOURDES AV,7
2375,MALCOLM RD,3
2402,MAPLE PL,1
2407,MARBURY TR,10
2427,MARK ST,6
2434,MARMION ST,6
2444,MARTINWOOD RD,2
2472,MAY ST,4
2480,MCBRIDE ST,47
2503,MEEHAN PL,2
2504,MEEHAN ST,1
2520,MENDELL WY,1
2534,MERRIAM ST,3
2539,METCALF CT,15
2544,MEYER ST,4
2556,MILES ST,4
2569,MINDEN ST,17
2573,MINTON ST,6
2599,MONTEBELLO RD,29
2617,MORA ST,1
2618,MORAINE ST,18
2629,MORTON ST,24
2633,MOSS DALE RD,1
2634,MOSS HILL RD,6
2652,MOZART ST,24
2683,MYRTLE ST,5
2728,NEILLIAN CS,1
2752,NEW WASHINGTON ST,8
2754,NEWBERN ST,6
2775,NIRA AV,3
2824,OAKDALE ST,3
2835,OAKVIEW TR,6
2860,OLEARY WY,2
2864,OLMSTEAD ST,6
2870,OPHIR ST,1
2873,ORCHARD ST,9
2875,ORCHARDHILL RD,1
2877,ORGAN PARK ST,1
2921,PARK LA,2
2922,PARK LANE,3
2935,PARKER ST,93
2941,PARKTON RD,11
2944,PARKWOOD TR,2
2945,PARLEY AV,7
2953,PATTEN ST,13
2957,PAUL GORE ST,23
2967,PEABODY PL,1
2989,PERKINS SQ,3
2990,PERKINS ST,37
2993,PERSHING RD,11
2996,PETER PARLEY RD,7
3027,PLAINFIELD ST,4
3030,PLANT CT,1
3046,POND CR,3
3047,POND ST,40
3048,POND VIEW AV,4
3054,PORTER PL,2
3055,PORTER ST,20
3077,PRIESING ST,10
3079,PRINCE ST,5
3149,RAMBLER RD,1
3188,REVERE ST,5
3230,RIVERWAY,1
3235,ROBESON ST,12
3240,ROBINWOOD AV,62
3241,ROBINWOOD AVE,3
3258,ROCKVALE CIR,2
3259,ROCKVALE CR,9
3260,ROCKVIEW ST,13
3264,ROCKWOOD ST,2
3266,ROCKY NOOK TR,1
3267,RODMAN ST,3
3288,ROSEMARY ST,6
3291,ROSEWAY ST,1
3293,ROSLIN ST,1
3298,ROSSMORE RD,19
3300,ROUND HILL ST,25
3312,ROY ST,2
3333,RUTHVEN ST,2
3346,S HARBORSIDE DR,1
3348,S HUNTINGTON AV,95
3349,S HUNTINGTON AVE,6
3424,SCHILLER ST,3
3427,SCHOOL ST,88
3434,SCHUYLER ST,1
3450,SEAVER ST,11
3451,SEAVERNS AV,19
3456,SEDGWICK ST,11
3458,SEGEL ST,1
3500,SHERIDAN ST,30
3512,SIGOURNEY ST,3
3538,SOUTH POINT DR,1
3539,SOUTH ST,140
3540,SOUTH STATION,1
3541,SOUTH STREET,7
3543,SOUTHBOURNE RD,11
3554,SPAULDING ST,5
3565,SPRING PARK AV,24
3568,SPRING ST,1
3595,ST JOHN ST,11
3596,ST JOSEPH ST,6
3599,ST MARK ST,3
3603,ST PETER ST,4
3605,ST ROSE ST,14
3623,STARR LA,3
3628,STEDMAN ST,3
3630,STELLMAN RD,1
3645,STOREY PL,1
3683,SUNNYSIDE ST,11
3684,SUNSET AV,1
3704,SYLVIA ST,8
3758,THOMAS ST,1
3790,TOWER ST,25
3833,UNION AV,9
3863,VARNEY ST,1
3943,W WALNUT PARK,25
3947,WACHUSETT ST,25
3959,WALDEN ST,26
3961,WALDREN RD,2
3965,WALK HILL ST,33
3972,WALNUT,1
3973,WALNUT AV,61
3974,WALNUT AVE,5
3977,WALNUT PARK,50
3979,WALNUT ST,2
3987,WARDMAN RD,40
3994,WARREN SQ,1
3999,WASHBURN ST,2
4001,WASHINGTON AV,3
4005,WASHINGTON ST,679
4006,WASHINGTON ST PL,2
4010,WATERMAN RD,4
4015,WAYBURN RD,3
4030,WELD AV,20
4031,WELD HILL ST,7
4032,WELD ST,1
4049,WENHAM ST,15
4062,WESTCHESTER RD,1
4064,WESTERLY ST,4
4076,WESTMINSTER AV,16
4077,WESTMINSTER AVE,2
4078,WESTMINSTER CT,2
4079,WESTMINSTER ST,3
4110,WHITCOMB AV,2
4111,WHITCOMB AVE,1
4148,WILLIAMS ST,33
4153,WILLOW POND RD,1
4188,WISE ST,12
4204,WOODBOURNE RD,3
4213,WOODLAND RD,5
4214,WOODLAWN ST,21
4218,WOODMAN ST,5
4226,WOODSIDE AV,3
4251,WYMAN PL,1
4252,WYMAN ST,29
4267,ZAMORA CT,2
4268,ZAMORA ST,5
